"","g_12379","g_14452","g_15638","g_17636","g_18168","g_19758","g_26151","g_28218","g_29308","g_29816","g_34929","g_02496","g_12013","g_12821","g_12898","g_17750","g_33467","g_51545","g_16668","g_42932","g_05435","g_05761","g_30195","g_31382","g_39115","g_51462","g_00160","g_00546","g_01160","g_01509","g_02736","g_03087","g_06307","g_07008","g_07125","g_07258","g_07487","g_08034","g_08667","g_09525","g_09847","g_12177","g_15230","g_16952","g_17299","g_18541","g_19769","g_20444","g_22619","g_23079","g_25050","g_25173","g_25417","g_25535","g_25602","g_25756","g_25761","g_26065","g_26100","g_26177","g_26610","g_26687","g_26799","g_26828","g_27289","g_27619","g_28266","g_30048","g_30333","g_32790","g_32884","g_33110","g_33329","g_34417","g_34635","g_35075","g_35175","g_35244","g_35257","g_35798","g_39174","g_39396","g_41334","g_42036","g_42457","g_43673","g_44092","g_46365","g_48170","g_50446","g_17959","g_42340","g_42730","g_04179","g_17890","g_25364","g_26075","g_26499","g_27025","g_29016","g_34344","g_01398","g_03172","g_08450","g_08766","g_13937","g_16463","g_16994","g_17227","g_23418","g_23529","g_24104","g_24512","g_29373","g_33652","g_03921","g_05203","g_09246","g_11623","g_12131","g_12823","g_14148","g_19408","g_20586","g_21304","g_23326","g_23651","g_24088","g_25624","g_25658","g_25980","g_26159","g_26405","g_29275","g_32467","g_33397","g_33770","g_37793","g_40498","g_40624","g_06484","g_07914","g_08894","g_12899","g_13575","g_15010","g_15368","g_17116","g_18008","g_18237","g_18574","g_19418","g_22257","g_24578","g_25934","g_28664","g_29318","g_31994","g_34679","g_40792","g_41787","g_44413","g_55468","g_10303","g_20878","g_32110","g_01427","g_09589","g_09916","g_13614","g_15741","g_19272","g_22094","g_23982","g_26108","g_29777","g_39876","g_44304","g_50857","g_31480","g_31844","g_15023","g_21175","g_24955","g_33792","g_38951","g_42533","g_44166","g_00885","g_06392","g_13721","g_16648","g_17218","g_26330","g_27244","g_27797","g_30768","g_34421","g_37449","g_44278","g_45551","g_46257","g_46314","g_52541"
"g_05435",0.811679449913428,0.898645105261295,0.898645105261295,0,0,0,0,0.811679449913428,0,0,0,0.927633657043918,0.811679449913428,0.811679449913428,0.811679449913428,0.985610760609162,0.927633657043918,0.927633657043918,0.898645105261295,0,1,0,0,0,0,0,0,0.985610760609162,0,0,0.985610760609162,0.985610760609162,0,0,0,0,0,0.985610760609162,0,0.941176470588235,0.927633657043918,0.985610760609162,0,0,0,0,0.985610760609162,0.927633657043918,0,0,0.985610760609162,0,0.927633657043918,0,0,0,0,0,0,0.985610760609162,0,0.927633657043918,0,0.985610760609162,0,0,0,0,0.954863710632231,0.927633657043918,0.927633657043918,0.927633657043918,0,0,0,0,0.927633657043918,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985610760609162,0.985610760609162,1,0,0,0,0,0.927633657043918,0.927633657043918,0,0,0,1,0,1,0,0,0,0,0,0,0,0.985610760609162,0,0.927633657043918,0,0.985610760609162,0,0,0,0.985610760609162,0.927633657043918,0,0,1,0,0,0,0,0,0,0,0,0,0,0.927633657043918,0,0,1,0.985610760609162,0,0,0,0.927633657043918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985610760609162,0,0.985610760609162,0,0,0,0,0,0,1,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0
"g_05761",0.942857142857143,1,1,0.885714285714286,0.828571428571429,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,1,0,0.898645105261295,1,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,1,0,0,0,0.942857142857143,0.927633657043918,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0.94112394811432,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,1,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0.942857142857143,0,0.942857142857143,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0.927633657043918,1,0,0,0,0,0,0,0
"g_30195",0.828571428571429,0,0,0,0.942857142857143,0,0.828571428571429,0.828571428571429,0.885714285714286,0,0.885714285714286,0,0,0.828571428571429,0.828571428571429,0,0,0,0,0,0,0,1,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0.942857142857143,0,0,0.94112394811432,0,0,0,0,0,0,0,0,0,0.94112394811432,0,0,0,0,0,0.942857142857143,1,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,1,0.942857142857143,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0,1,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,1,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143
"g_31382",0.942857142857143,0.885714285714286,0.885714285714286,0.828571428571429,0.885714285714286,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0.885714285714286,0,0,0.885714285714286,0.942857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_39115",0,0,0,0,0,0.811679449913428,0.885714285714286,0,1,0.828571428571429,0.828571428571429,0,0,0,0,0,0,0,0,0,0,0,0.885714285714286,0,1,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.985610760609162,0,0,0.942857142857143,0.942857142857143,0.942857142857143,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,1,0,0,0,0,0,0,0.94112394811432,0,0,0,0,0,0,0,0,0,0,0,0.94112394811432,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0.942857142857143,0,0,0,1,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143
"g_51462",0,0,0,0,0.942857142857143,0,0,0,0.828571428571429,0,1,0,0,0.885714285714286,0,0,0,0,0,0.942857142857143,0,0,0.885714285714286,0,0.828571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,1,0,0.942857142857143,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0.94112394811432,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0.94112394811432,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0
"g_00160",0,0,0,0.828571428571429,0,0.985610760609162,0,0,0,0.942857142857143,0,0,0.885714285714286,0,0,0,0,0.942857142857143,0,0,0.84066800169605,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.927633657043918,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_00546",0.828571428571429,0.942857142857143,0.942857142857143,0,0,0,0,0.828571428571429,0,0,0,0.885714285714286,0,0.828571428571429,0.828571428571429,1,0.885714285714286,0.885714285714286,0.942857142857143,0,0.985610760609162,0.942857142857143,0,0,0,0,0,1,0,0,1,0.942857142857143,0,0.942857142857143,0,0,0,1,0,0.927633657043918,0,1,0,0,0,0,0.942857142857143,0,0,0,1,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0,1,0,0,0,0,0.94112394811432,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,1,0.985610760609162,0,0,0,0,0,0.942857142857143,0,0,0,0.985610760609162,0,0.985610760609162,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0.942857142857143,0,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0.985610760609162,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0.985610760609162,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.985610760609162,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0
"g_01160",0,0,0,0,0,0.84066800169605,0,0,0,0,0,0,1,0,0,0,0,0.942857142857143,0,0.885714285714286,0.811679449913428,0,0,0,0,0,0.885714285714286,0,1,0.942857142857143,0,0,0,0,0,0.942857142857143,0,0,0,0.927633657043918,0.942857142857143,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0.94112394811432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,1,0,0.942857142857143,0,0,0,0,0.942857142857143,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0.942857142857143,0.927633657043918,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_01509",0,0,0,0,0,0,0.885714285714286,0,0.828571428571429,0,0.828571428571429,0.828571428571429,0.942857142857143,0.885714285714286,0,0,0.828571428571429,0.828571428571429,0,0.942857142857143,0,0,0,0,0.828571428571429,0.828571428571429,0,0,0.942857142857143,1,0,0,0,0,0,1,0,0,0,0,0,0,0.942857142857143,1,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,1,0.942857142857143,0,0,0,0.942857142857143,0,0,1,0,0,0,0.942857142857143,0.942857142857143,0.942857142857143,1,0,0,0,0.942857142857143,0,1,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.94112394811432,0,1,0.985610760609162,0,0,0,0,1,0,0.942857142857143,1,0.94112394811432,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,1,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0.942857142857143,0.942857142857143,0
"g_02736",0.828571428571429,0.942857142857143,0.942857142857143,0,0,0,0,0.828571428571429,0,0,0,0.885714285714286,0,0.828571428571429,0.828571428571429,1,0.885714285714286,0.885714285714286,0.942857142857143,0,0.985610760609162,0.942857142857143,0,0,0,0,0,1,0,0,1,0.942857142857143,0,0.942857142857143,0,0,0,1,0,0.927633657043918,0,1,0,0,0,0,0.942857142857143,0,0,0,1,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0,1,0,0,0,0,0.94112394811432,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,1,0.985610760609162,0,0,0,0,0,0.942857142857143,0,0,0,0.985610760609162,0,0.985610760609162,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0.942857142857143,0,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0.985610760609162,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0.985610760609162,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.985610760609162,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0
"g_03087",0,0.828571428571429,0.828571428571429,0,0,0.84066800169605,0,0,0,0,0,0.942857142857143,0.828571428571429,0,0,0.942857142857143,0.942857142857143,0.942857142857143,0.828571428571429,0,0.985610760609162,0.828571428571429,0,0,0,0,0.885714285714286,0.942857142857143,0.828571428571429,0,0.942857142857143,1,0,0,0,0,0,0.942857142857143,0,0.927633657043918,0.942857142857143,0.942857142857143,0,0,0,0,1,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,1,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0.94112394811432,0,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.942857142857143,0.985610760609162,0,0,0,0,0.942857142857143,0,0,0,0,0.985610760609162,0,0.985610760609162,0,0,0,0,0,0,0,1,0,0.942857142857143,0,1,0,0,0.942857142857143,1,0,0.942857142857143,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985610760609162,1,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0,0,0,0,0,0,0.985610760609162,1,0,0,0,0,0,0,0,0,0,0,0
"g_06307",0,0,0,0,0,0,1,0,0.885714285714286,0,0,0.885714285714286,0,0.828571428571429,0,0,0.885714285714286,0,0,0,0,0,0.828571428571429,0,0.885714285714286,0,0,0,0,0.885714285714286,0,0,1,0,0,0,0.942857142857143,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0.927633657043918,0,0,0.942857142857143,0.942857142857143,0.942857142857143,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0.94112394811432,0,0.942857142857143,0,0,0,0,0,0.942857142857143,0,0.94112394811432,0,0.942857142857143,0,0,0,0.942857142857143,0,1,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0.927633657043918,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.942857142857143,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0.942857142857143
"g_07008",0.942857142857143,1,1,0.885714285714286,0.828571428571429,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,1,0,0.898645105261295,1,0,0.885714285714286,0,0,0,0.942857142857143,0,0,0.942857142857143,0.828571428571429,0,1,0,0,0,0.942857142857143,0.927633657043918,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0.94112394811432,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,1,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,1,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0.942857142857143,0,0.942857142857143,0,0,0,0.942857142857143,0.942857142857143,0,0,0,0,0,0.927633657043918,1,0,0,0,0,0,0,0
"g_07125",0,0,0,0.828571428571429,0,0.985610760609162,0,0,0,0.942857142857143,0,0,0.885714285714286,0,0,0,0,0.942857142857143,0,0,0.84066800169605,0,0,0,0,0,1,0,0.885714285714286,0,0,0.885714285714286,0,0,1,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.927633657043918,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"g_07258",0,0,0,0,0,0,0.885714285714286,0,0.828571428571429,0,0.828571428571429,0.828571428571429,0.942857142857143,0.885714285714286,0,0,0.828571428571429,0.828571428571429,0,0.942857142857143,0,0,0,0,0.828571428571429,0.828571428571429,0,0,0.942857142857143,1,0,0,0.885714285714286,0,0,1,0,0,0,0,0,0,0.942857142857143,1,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,1,0.942857142857143,0,0,0,0.942857142857143,0,0,1,0,0,0,0.942857142857143,0.942857142857143,0.942857142857143,1,0,0,0,0.942857142857143,0,1,0,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.94112394811432,0,1,0.985610760609162,0,0,0,0,1,0,0.942857142857143,1,0.94112394811432,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0.942857142857143,1,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0.942857142857143,0,0.942857142857143,0.942857142857143,0
"g_07487",0,0,0,0,0.828571428571429,0,0.942857142857143,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0.885714285714286,0.942857142857143,0,0,0,0,0,0,0,0.942857142857143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927633657043918,0,0,0,0,1,0,0,0,0,0,1,0,0,0.94112394811432,0,0,0,0,0,0,0,0,0,0.94112394811432,0,0,0,0,0,1,0.942857142857143,0.942857142857143,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0.942857142857143,1,1,0,0,0,0.942857142857143,0.927633657043918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0,0,0,0,1,0,0,0,0,1
"g_08034",0.828571428571429,0.942857142857143,0.942857142857143,0,0,0,0,0.828571428571429,0,0,0,0.885714285714286,0,0.828571428571429,0.828571428571429,1,0.885714285714286,0.885714285714286,0.942857142857143,0,0.985610760609162,0.942857142857143,0,0,0,0,0,1,0,0,1,0.942857142857143,0,0.942857142857143,0,0,0,1,0,0.927633657043918,0,1,0,0,0,0,0.942857142857143,0,0,0,1,0,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0.942857142857143,0,1,0,0,0,0,0.94112394811432,0.942857142857143,0.942857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942857142857143,1,0.985610760609162,0,0,0,0,0,0.942857142857143,0,0,0,0.985610760609162,0,0.985610760609162,0.942857142857143,0,0,0,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0.942857142857143,0.942857142857143,0,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0.942857142857143,0.942857142857143,0,0.985610760609162,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0.985610760609162,0,0,0,0,0,0,0.942857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.985610760609162,0.942857142857143,0,0,0,0.942857142857143,0,0,0,0,0,0,0
"g_08667",0.927633657043918,0.927633657043918,0.927633657043918,0.985610760609162,0,0.867647058823529,0,0.927633657043918,0,0.898645105261295,0.811679449913428,0,0,0,0.927633657043918,0.84066800169605,0,0.811679449913428,0.927633657043918,0,0,0.927633657043918,0,0.811679449913428,0,0.811679449913428,0.811679449913428,0.84066800169605,0,0,0.84066800169605,0,0,0.927633657043918,0.811679449913428,0,0,0.84066800169605,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927633657043918,0,0,0,0,0,0,0,0,0,0,0.927633657043918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927633657043918,0.927633657043918,0,0,0,0,0.985610760609162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927633657043918,0,0.927633657043918,0,0,0,0,0,0,0,0,0,0,0,0.927633657043918,0.985610760609162,0,0,0,0,0,0,0.985610760609162,0,0.927633657043918,0,0,0,0,0.985610760609162,0,0,0,0,0.927633657043918,0,0,0,0,0.985610760609162,0,0,0,0,0,0,0,0.985610760609162,0.985610760609162,0.985610760609162,0,0,0,0,1,0.927633657043918,0,0,0,0,0,0,0
"g_09525",0,0.84066800169605,0.84066800169605,0.811679449913428,0,0.867647058823529,0,0,0,0.811679449913428,0,0.811679449913428,0.927633657043918,0,0,0.927633657043918,0.811679449913428,0.985610760609162,0.84066800169605,0.811679449913428,0.941176470588235,0.84066800169605,0,0,0,0,0.898645105261295,0.927633657043918,0.927633657043918,0.811679449913428,0.927633657043918,0.927633657043918,0,0.84066800169605,0.898645105261295,0.811679449913428,0,0.927633657043918,0.867647058823529,1,0.985610760609162,0.927633657043918,0,0,0,0,0.927633657043918,0.985610760609162,0,0,0.927633657043918,0,0.985610760609162,0,0,0,0,0,0,0.927633657043918,0,0.985610760609162,0,0.927633657043918,0,0,0.927633657043918,0,0,0.985610760609162,0,0,0,0,0,0,0.985610760609162,0,0.927633657043918,0,0,0,0,0,0,0.927633657043918,0,0,0,0,0,0,0.927633657043918,0,0.927633657043918,0,0,0.927633657043918,0.927633657043918,0.941176470588235,0,0,0,0,0.985610760609162,0.985610760609162,0,0,0,0.941176470588235,0,0.941176470588235,0,0,0,0,0,0,0,0.927633657043918,0,0.985610760609162,0,0.927633657043918,0,0,0,0.927633657043918,0.985610760609162,0,0,0.941176470588235,0,0,0,0,0,0,0,0,0,0,0.985610760609162,0,0,0.941176470588235,0.927633657043918,0,0,0,0.985610760609162,0,0,0,0,0,0,0,0.941176470588235,0,0,0.927633657043918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927633657043918,0,0.927633657043918,0,0,0,0,0,0,0.941176470588235,0.927633657043918,0,0,0,0,0,0,0,0,0,0,0
